row,date,tweet,polarity
323,3-Jul-20,@pln_123 yaaah diperpanjang.. ntagihan gw yg membengkak tiba2 ikutan diperpanjang dah.. nsemoga dengan ini mereka yang di gratisin jd terbantu dah.. ningat kalian gratis. listrik kami yg lain dinaikan.. nbukan pln yg membantu kalian..,Negative
324,3-Jul-20,1 n@pln_123 sebulan lalu sy dm sampai skrang tidak ada respon. nbulan lalu tagihan listrik saya membengkak naik 5x lipat dari biasanya karena waktu sy mau bayar ada keterangan erro jd blm saya bayar smpai sudah tidak ada ket error tagihan jadi 600an ribu sy bayar tadinya 1juta,Negative
326,3-Jul-20,enam kesalahan penggunaan ac yang menyebakan tagihan listrik membengkak n1. kapasitas ac tidak sesuai. n2. ruangan tidak tertutup rapat. n3. penempatan ac tidak tepat. n4. setting suhu terlalu rendah. n5. sering mematikan dan menhidupkan ac. n6. jarang membersihkan filter dan service.,Negative
327,2-Jul-20,@pln_123 saya boleh minta pencatatan stand meter listrik rumah saya bulan ini? tagihan bulan juli membengkak dua kali lipat alias bisa bayar untuk dua bulan.,Negative
328,2-Jul-20,@hrdbacot tagihan listrik membengkak #smiling face with open mouth and cold sweat#,Negative
329,2-Jul-20,@pln_123 apa nya yg gratis.. listrik saya tagihan membengkak waktu kemarin ada listrik gratis ga taunya di akumulasi,Negative
330,2-Jul-20,@pln_123 @infopln knp koq tidak bisa cek informasi tagihan listrik di sengaja ya biar bisa ngibulin pelanggan ? nkatanya tidak ada kenaikan tarif listrik tapi kenapa koq tagihan saya membengkak ya ? npadahal pemakaian listrik tidak sebanyak bulan kemarin,Negative
331,2-Jul-20,tagihan listrik membengkak ijeck ingatkan pln pentingnya sosialisasi xa0kebijakan,Negative
332,2-Jul-20,@hfgeuw tapi siap2 tagihan listrik membengkak wwkwkwkwk,Negative
333,1-Jul-20,tagihan listrik membengkak terus ada kenaikan kah pln?,Negative
334,1-Jul-20,@detikcom tarif listrik nya gak naik tapi metoda billing nya ngaco dan hitungannya berantakan jadi tagihannya membengkak harus dibandingkan apple to apple dengan meter listrik dirumah vs yg tercatat di tagihan bulan per bulan dan per pelanggan gimana @pln_123 ?,Negative
335,1-Jul-20,@pln_123 halo min. mau tanya untuk listrik 450w masih ada subsidi kah? listrik org tua sy ketika dicek tagihannya tidak muncul sampai skrg. takutnya pas ada tagihan membengkak lg. bisa tlg di cek kah min?,Negative
336,1-Jul-20,tka datang dikawal keamanan ninvestor asing kasih harga murah niuran bpjs naik ntagihan listrik membengkak nngga ada progres itu nurani sampeyan.,Negative
337,1-Jul-20,emak gw ngamuk2 krna tagihan listrik membengkak. npdhal pemakaian cenderung normal sebelum dan setelah ada covid nhadeeee.,Negative
338,1-Jul-20,krisis listrik di indonesia n-tagihan listrik rakyat membengkak n-pln terus merugi dri awal tahun sudah 38 8 triliun kerugianya n-ambisi proyek 35rb mw pln berhutang 600 triliun an n-ongkos lingkungan yg mahal karena polusi asap pltu n-kerusakan lingkungan n-berimbas krisis iklim,Negative
339,8-Jul-20,bulan lalu yg bikin geger listrik pasca bayar. bulan ini pdam pemakaian normal tagihan sebulan naik 2x lipat tetangga gua pemakaian normal tagihan ampe 1 juta padahal biasanya paling mentok 400ribu. hebat,Negative
340,7-Jul-20,4 bulan dirumah saja dengan pemakaian listrik normal tiada apa apa bulan juli ini naik 2x lipat. pak buk kami blm kerja @pln_jogja . kami mau bayar pake apa????,Negative
341,7-Jul-20,@pln_123 ini angka 627 darimana ya?? padahal pemakaian normal selama ini masa iya subsidi yg bulan mei dibatalkan trus ditagih bulan juli tapi klo dihitung juga ga sampai 627 masa iya nembak? tega si klo beneran nembak pemakaian meteran listrik.,Negative
342,7-Jul-20,apakah biaya listrik dinaikkan? bulan ini kok tagihannya naik banyak bgt. biasanya cuma 180rb-200rb ini kok tiba2 312rb. n@pln_123 @jokowi nmenurut saya sangat tidak manusiawi menaikkan tagihan listrik di tengah pandemi seperti. ndirumahku pemakaian listrik normal kek biasanya,Negative
343,7-Jul-20,@pln_123 admin tolong bales dm saya dong. kok tagihan listrik saya melunjak jauh bngt padahal pemakaian normal,Negative
344,7-Jul-20,@pln_123 min mohon ijin penjelasan ada hal tdk normal soal tagihan listrik teman saya . terjadi kenaikan yg luar biasa. ndari bulan juni ke nbulan juli naik 3 x lipat. npemakaian juga hampir sama tidak berubah. nid 523031303*** natas nama : sut*** ndikirim lewat dm id nya,Negative
345,7-Jul-20,@pln_123 tolong dm saya direspon knapa pembayaran listrik melonjak sekali padahal pemakaian normal seperti biasanya..,Negative
346,6-Jul-20,@pln_123 hallo min kok ini tagihan listrik saya tambah gede ya 10x lipat padahal pemakaian normal seerti bulan sebelumnya. mohon responnya terimakasih,Negative
347,6-Jul-20,rt @pln_123: tagihan listrik akan disesuaikan dengan realisasi pemakaian sesungguhnya di rumah kamu ketika petugas baca meter sudah bisa me,Negative
349,4-Jul-20,@rifaiuhid @pln_123 jgn kan mas saya tagihan listrik naik tiap bulan pemakaian normal alesannya penggunaan nntn film drama korea. gak masuk akal. yg bales twittnya robot mas.,Negative
350,4-Jul-20,tagihan listrik bulan kemarin katanya akumulasi pemakaian bulan sebelumnya jd sy berharap tagihan bulan ini normal kembali. ternyata malah tambah naik. apakah ini akibat akumulasi pemakaian orang lain yg dibebankan ke saya?,Negative
351,4-Jul-20,"@muesalim @pln_123 kalau listrik ada kompetitor kaya kartu telp ada simpati xl 3 smartfren mungkin gw dah pindah provider dari kemarin . "" sumpah"" kemarin naik alasan banyak pemakaian pas psbb nah sekarang kondisi dah normal lagi tagihan tetep gede meterannya yg rusak atau kalkulatornya??",Negative
352,4-Jul-20,dear @pln_123 nsudah ratusan orang yg protes mengenai kenaikan tagihan listrik padahal pemakaian para customer normal dan kebanyakan dari mereka sdh banyak yg bekerja. ntp tagihan mereka tdk wajar.ini ada kemungkinan besar kesalahan sistem @pln_123 1,Negative
353,4-Jul-20,@aprilnovita @azizahnamirah @lindanartiar oh bisa yah zah nanya. mau coba deh gue. sekarang gua pisah gitu lho listrik bawah &amp; atas. atas tuh kamar gua yang emang full ac gua pasang token. jadi bawah ya sisanya lah. pemakaian normal aja karna nyokap bokap kan dari dulu emang et hum. tetep aja naik banyak pula set deh,Negative
354,4-Jul-20,ya allah iki listrik mundak e ugal ugalan pdhal pemakaian normal isok mundak 100% mosok kudu petengan umah ku di kiro diskotik be e,Negative
356,3-Jul-20,@m_mirah @pln_123 mungkin ibu mulai hari ini setiap harinya harus sering cek stand meter listrik rumah biar bisa cek kwh pemakaian listrik per hari. saya juga sama seperti ibu ada lonjakan tapi pemakaian normal pas saya cek stand meter ada kenaikan yg gak masuk akal,Negative
357,3-Jul-20,dear @pln_123 kenapa tagihan listrik meroket sampai 1jta sedangkan pemakaian cenderung normal 2 bulan kemarin masih normal dengan pemakaian yang sama kenapa tiba tiba skrng jadi 1 jta 2 kali lipat. jgn beralasan covid-19 deh?! ban***,Negative
358,3-Jul-20,bulan maret/april tagihan listrik cuma 220an ehh udah dua bulan ini naik dua kali lipat jadi 440an sekian. ini gimana nih @pln_123 padahal pemakaian listrik di rumah normal2 aja tapi kok kenaikannya gak normal #loudly crying face# apa gak kasian sama yg nyari duit buat bayar listriknya? re:aku,Negative
359,3-Jul-20,@pln_123 @e100ss ini tagihan listrik bulan lalu sudah tinggi sekarang malah naik hampir 4x lipat sementara pemakaian normal.bagaimana dan kemana sy komplain?,Negative
360,3-Jul-20,sedangkan pemakaian listrik setiap bln nya sama karna wfh pun tidak ada berpengaruhnya dengan pemakaian listrik setiap bln sebelum kenaikan bahkan sesudahnya? mohon bisa ditindak lanjuti kenapa gak turun ke normal juga yah? trmksh,Negative
361,3-Jul-20,ini pln tetep nembak tagihan dengan skema rata-rata yang gak jelas itu apa gimana? masa tagihan malah tambah gede listrik udah pemakaian normal dari 4bulan terakhir @pln_123,Negative
362,3-Jul-20,@tikorosanghiang @msaid_didu listrik naik dan tarif naik bedanya apa bong??? #smiling face with open mouth and cold sweat# pemakaian normal bahkan cenderung turun kok tagihan bisa berlipat?pln alesan ga catet tagihan bulan sebelumnya trus yg pra bayar yg ga perlu dicatat gmn?kasusnya kan sama,Negative
364,2-Jul-20,masa tagihan listrik bulan ini naik sampe 30% dibanding bulan lalu pemakaian listrik normal padahal tv malah jarang nyala #pouting face# #pouting face# #pouting face#,Negative
365,2-Jul-20,woi @pln_123 gila aja masa listrik gue naik lagi.. gue udh masuk normal loh bulan kemaren.. pemakaian juga diirit2.. kacau nih lama2.. maaf nih.. subsidi ke yg kwh bawah sih okelah tp kok ya membeban kan ke yg 1000kwh keatas,Negative
366,2-Jul-20,@pln_123 dear pln tercintah nkok tagihan malah makin besar ya???? pemakaian normal kok kenapa tagihannya membludak ??? ini ngompas masyarakat ni ceritanya? kmi juga butuh biaya lain bukan mikiri biaya listrik doang !!!,Negative
367,2-Jul-20,min @pln_123 ini udah new normal listrik saya masih diitung pakai rata2 pemakaian tiga bulan?? saya tinggal di koja jakarta utara perasaan daerah2 lain petugas listriknya udah pada jalan nyatetin meteran. enak banget kalian main nembak harga listrik pdhl pemakaian sama aja. #face with look of triumph#,Negative
368,1-Jul-20,dear @pln_123 padahal pemakaian listrik normal enggak wfh. syok sekali tagihan naik 2 kali lipat,Negative
369,1-Jul-20,@pln_123 min ini kenapa tagihan listrik naiknya lebih dari 100%? padahal pemakaian normal terus,Negative
370,7-Jul-20,rt @dindaqisty: hhalloooo @pln_123 tagihan listrik dirumah bertahun2 ga pernah naik sampe 700an. padahal daya 900va kenapa bisa naik smp 7,Negative
371,6-Jul-20,rt @trianapj: halo @pln_123 tagihan listrik saya ngapa naik 2x lipat ga masuk akal bgt rumah dipake pagi sm malem doang tlg kasih alasan y,Negative
372,6-Jul-20,hai @pln_123 mau ikutan protes ya bulan kemarin tagihan listrik naik 50% kirain bulan ini bakal dikoreksi taunya malah naik 100%. padahal setahun terakhir rata kecuali 2 bulan ini macem gue baru buka pabrik di rumah juga pemakaiannya sama aja ngga kena efek wfh. thankyou loh!,Negative
373,6-Jul-20,hhalloooo @pln_123 tagihan listrik dirumah bertahun2 ga pernah naik sampe 700an. padahal daya 900va kenapa bisa naik smp 700an. dirumah udah ga ada yg wfh dr mei kmrn!!!. daya yg lain pdhl sdh dikurangin dan pemakaian selalu stabil. apakah bulan berikutnya akan spt ini jg.,Negative
374,6-Jul-20,ngomongin listrik alhamdulillah lho selama pandemic ini ketika banyak orang iurannya naik 100 bahkan sampai 300% rumah gua gak ada kenaikan yg significant padahal selama wfh ac dikamar jarang mati selama 24jam.,Negative
375,5-Jul-20,halo @pln_123 tagihan listrik saya ngapa naik 2x lipat ga masuk akal bgt rumah dipake pagi sm malem doang tlg kasih alasan yg masuk akal kalo wfh2 nan gada wfh kantor saya mah kalo tarif naik bilang aja jujur jgn kaya cowo banyak alesan klo ketauan boong,Negative
376,5-Jul-20,listrik naik banyak lagi tuh sungguh krn wfh? ntapi maret april ga gitu~,Negative
377,4-Jul-20,hmm setelah kepo twit pln ga cuma gue yang sejak wfh naik terus bulan ini naik lebih lagi. yakali tiba-tiba tagihan listrik tiba-tiba jadi seribu.,Negative
378,4-Jul-20,ada yg merasa nggak.. tagihan listrik nya tiap bulan naik sejak covid nbulan jauh sebelum februari masih diangka 300 .. nmasuk maret mulai 400 ok wfh ntp lama kelamaan jadi 500rb ke atas npadahal pemakaian sama nkhawatir deh..,Negative
379,4-Jul-20,misal kalau ngantor suami itu sehari 250 ribu minim keluar tiap hari bgt wfh ya ga keluar apa apa gw masak terus emang jajan kalau perlu jd malah hemat kalau dihitung total blm lg biaya beyfa itu juga turun ya wajar lah listrik naik air naik tp biaya lain turun,Negative
380,4-Jul-20,ya allah tagihan listrik npadahal udah ga ada wfh dan dirumah cuma malem doang npemakaian juga cuma tv 1 kulkas 1 ac 1 lampu 6 nweekend kadang nginep dirumah orang tua. ntapi kenapa tagihan @pln_123 2 bulan ini naik ga kira kira yah?,Negative
381,4-Jul-20,@pln_123 min tagihan listrik saya kok malah makin naik ya? pdhl penggunaan sama ga berubah. krn saya ga wfh. dan bulan ini malah naiiiiik bgt sampe nembus 2 juta. ini gimana ya? tolong lah,Negative
382,4-Jul-20,gimana nih pln masa naik listrik di rumah saya ga masuk akal banget biasanya saya bayar paling tinggi 500rb masa wfh sekarang 1jt pemakaian sy seperti biasa kok tolong dijelaskan kenapa kok bisa naik 50% kayak gini?? @pln_123,Negative
383,4-Jul-20,@pln_123 tagihan listrik naik gak masuk akal. mei 360 rb juni tiba2 960 rb katanya alesan karena lebih sering di rumah padahal sya gak ada wfh. tiba2 juli jadi 1 2 jta. padahal ya gitu2 aja.. gilaaaaaa!!!,Negative
384,3-Jul-20,rt @beshabi: halo @pln_123 bulan kemarin listrik gue udh naik tp positif thiking mungkin pemakaian yg emg banyak. tp bulan ini cek lg 2x l,Negative
385,3-Jul-20,@beshabi @pln_123 kalo sedekah itu beda lagi. wong pln aja gak ngomong dari awal mau subsidi silang. mungkin biar dibilang dewi fortuna atau pahlawan sepertinya. njanji bulan selanjutnya gak ada error lagi. puasa udah lewat. wfh udah enggak. listrik masih naik berx lipat. n@pln_123 apalagi skrg?,Negative
386,3-Jul-20,halo @pln_123 bulan kemarin listrik gue udh naik tp positif thiking mungkin pemakaian yg emg banyak. tp bulan ini cek lg 2x lipat naiknya. pdahal udh ga wfh dr bulan lalu. ini keterlaluan sih. yg listriknya gratis dibayarin sama yg listriknya naik ya? subsidi silang ya? yakan?!,Negative
387,3-Jul-20,sama neh kasus ku kayak gin wfh 3 bulan listrik gak naik akhir bulan kemarin sudah ada petugas pln yg nyatat meteran dan bulan ini naik 2 kali lipat kayak nya emang pemakaian 3 bulan sebelumnya,Negative
388,3-Jul-20,rt @intannmarpaung: bulan lalu tagihan listrik naik 3x lipat buat pengaduan alasan mereka wfh. gw mencoba menerima walaupun masih ga mak,Negative
389,3-Jul-20,@_pln_id tagihan bulan juli kembali naik dari sebelumnya juni juga naik gak kira2. jawaban pln katanya memang penggunaan listrik tinggi karena wfh padahal saya tidak wfh dan pemakaian listrik rumah juga sama saja. tolong segera di berikan jawaban wahai manusia terhormat,Negative
390,3-Jul-20,bulan lalu tagihan listrik naik 3x lipat buat pengaduan alasan mereka wfh. gw mencoba menerima walaupun masih ga make sense banget karena wfh naik sampe 3x?! bulan ini gw cek pemakaian kwh setengah dari bulan lalu tapi tagihan ga turun malah naik. gw ga terima asli @pln_123.,Negative
391,3-Jul-20,enak benar pln bilang tagihan pd naik krn drakor kebocoran peralatan wfh jujur aja bilang pln sedang merampok uang kalian semua secara ber gilir kaya pemadaman listrik ber gilir.pln sy ndak pernah lebih atau lbh sedikit pakai listrik tapi stagnan tiap bln,Negative
392,2-Jul-20,pln kenapa tagihan listrik saya bulan ini naik 100% saya ngak pernah wfh makai listrik tidak lebih dari biasa tidak ada penambahan alat listrik emang setan yang pakai listrik,Negative
393,2-Jul-20,cara hitung2an pln ini bagaimana sih tidak sekalipun wfh tidak ada pemakaian berlebih tdk ada penambahan alat listrik apapun kok tiba2 tagihan bln juli naik 100% hitungan drmana dptnya segitu coba tolong jgn terusssss bohongin rakyat emang lu pikir kami tolol,Negative
394,2-Jul-20,tagihan listrik naik selama wfh apakah aku mulai ke kantor aja #face with tears of joy# #face with tears of joy# #face with tears of joy#,Negative
395,2-Jul-20,akhirnya ngalamin sendiri listrik naik 2x lipat padahal penggunaan sama aja dan ga wfh atau nonton drakor jg tuh #dizzy face#,Negative
396,2-Jul-20,bulan mei tagihan listrik 300rb an dengan kondisi bulan puasa ac lebih banyak beroperasi dan sempet wfh. bulan juni udah full ngantor di rumah ga nyampe setengah hari naik 30% dong. akhirnya ngerasain juga tau-tau tagihan listrik mblendun666 #heavy black heart# ufe0f #heavy black heart# ufe0f #heavy black heart# ufe0f,Negative
397,2-Jul-20,@detikcom @detikfinance awas bae lu ya pln klo listrik naik lagi dengan alasan wfh! padahal lu mah mau balik modal krna udh bayarin yg subsidi!!! @pln_123 . masalahnya rakyat bingung mau ngadu kesiapa klo lu naikin listrik semena-mena!,Negative
398,1-Jul-20,bpjs naik tagihan listrik dan air naik padahal pemakaian biasa.. seriusan ada yg salah dengan negara ini.. alasannya kok wfh jadi pemakaian naik dari jaman belum ada covid juga saya wfh cuk!!,Negative
400,5-Jul-20,"@ryanton92853458 @podoradong @do_ra_dong cara mereka ""merampok"" yaitu ""menguras"" seluruh aset2 bumn &amp; menguras seluruh kekayaan alam sda kita. disamping itu duit kita juga ""diembat diam2"" dgn cara naikan segala macam iuran &amp; tagihan bpjs listrik pam kuota internet serta pajak yg mencekik u/ bayar hutang",Negative
401,2-Jul-20,"apa maksud anda apa @pln_123 @jokowi saya cuman ngontrak gaji saya pas""an stiap bulan tagihan listrik semakin mencekik sampai istri saya nagis lihat tagihan listrik bulan ini .. luarbiasa kebijakan anda menyengsarakan..",Negative
402,8-Jul-20,gila. tagihan listrik naik lagi,Negative
403,8-Jul-20,@pln_123 bisa2nya tagihan listrik sampe 2x lipat. bener2 gila gilaaaaaaaaaaa #broken heart# #worried face#,Negative
404,8-Jul-20,bener-bener tagihan listrik jadi naek terus dah gila ini pln.,Negative
405,7-Jul-20,ngeliat tagihan listrik wah gila ini listrik gue yg eror atau emang gue ma kakak gue irit listrik? #face with tears of joy# #smiling face with open mouth and cold sweat# bisa lbh murah tagihannya dr biasanya njir wowww,Negative
406,6-Jul-20,@pln_123 min ini tagihan listrik saya dari 100rb kenapa jadi 700rb ? duh udah gila ya ruko saya kosong atuh min siapa yg nonton drakor min di ruko saya? huntu tah min? keren amat ya,Negative
407,5-Jul-20,rt @revanadia: gila lu @pln_123!! tagihan listrik makin ga masuk akal. bulan kemarin naik 60% dari tagihan biasa sekarang jadi naik 80%??,Negative
408,4-Jul-20,udah gila ini tagihan listrik melebihi 2x lipat dari tagihan biasanya.,Negative
409,4-Jul-20,gila lu @pln_123!! tagihan listrik makin ga masuk akal. bulan kemarin naik 60% dari tagihan biasa sekarang jadi naik 80%???? pemakaian as usual aja kenapa naik separah ini,Negative
410,4-Jul-20,di kasih surprise ama pln liat tagihan listrik. udah gila kali ya,Negative
411,3-Jul-20,@pln_123 tagihan listrik saya biasanya cuma 230rb kenapa jadi 750rb bulan ini. gila ya jangan naikin yang engga2,Negative
412,3-Jul-20,ade gw dibeliin pc tagihan listrik rumah jadi dua kali lipet. uda gila. kebiasaan anak dimanjain gini bunda. eh udah dikasi tau suruh berhenti dia masi main sumpah. sumpah pen gw cekek leherna mti kmu mti.,Negative
413,3-Jul-20,gila anjnc tagihan listrik naik 400% gak waras lama-lama,Negative
414,3-Jul-20,rt @agamgnp: udah gila lu tagihan tiba2 naik jauh banget sebulannya @pln_123 @pln_bogorkota listrik cuma 1300 yg kepake cuma satu ac sm ku,Negative
415,3-Jul-20,rt @lala_7995: gila dah listrik gue knp mahal bgt jir??? kayaknya pemakaian biasa aja dah. bahkan bulan ini gue udh full ke kantor/client,Negative
416,3-Jul-20,gila tagihan listrik bulan juni. asal nembak banget kayanya. kagak jelas dah keterangan pemakaiannya berapa ckckck,Negative
417,3-Jul-20,wah gila pln ini tagihan listrik naik lagi padahal pemakaian sama aja bgst!!!!,Negative
418,3-Jul-20,gila dah listrik gue knp mahal bgt jir??? kayaknya pemakaian biasa aja dah. bahkan bulan ini gue udh full ke kantor/client gak wfh lagi. nini tagihan termahal selama gue 24 taun hidup disini keknya? wkwkwkwk gila u @pln_123 nalus bgt buat ngajak kita pake token,Negative
419,2-Jul-20,@pln_123 bulan ini tagihan listrik rmh kk gw yang dayanya cuma 900 termasuk golongan yg seharusnya dpt subsidi tapi dr bulan lalu naiknya gila 100% dan bulan ini 200% yang hidup cuma kulkas charger laptop&amp;hp ac &amp; lampu yang dinyalain cuma 7-8 jam tiap harinya!,Negative
420,2-Jul-20,udah gila lu tagihan tiba2 naik jauh banget sebulannya @pln_123 @pln_bogorkota listrik cuma 1300 yg kepake cuma satu ac sm kulkas . rumah kecil tagihan sgini ! ngaco parah,Negative
421,2-Jul-20,gila juga ini tagihan listrik naiknya. nyang bersubsidi gratis tapi yang ga bersubsidi yang nanggung,Negative
422,2-Jul-20,wah gila tagihan listrik sama air rumah w bulan ini bener2 naik 2x lipat.. udah ngaco bgt sumpah #loudly crying face#,Negative
423,2-Jul-20,@jntynt iya bener! gila tagihan air berasa tagihan wifi.. kalau listrik prabayar sih tapi ya tetep 100rbu biasa dapet 94kwh sekarang 80an aj #expressionless face# #expressionless face#,Negative
424,2-Jul-20,gila ya tagihan listrik makin naik covid kaya gini padahal pemakaian standar .. mohon pencerahan ya @pln1231 #covidlistrik g,Negative
425,1-Jul-20,gila tagihan listrik gue naik 100%???????? yang bener aja lo??? @pln_123,Negative
426,1-Jul-20,gila tagihan listrik w bulan ini,Negative
427,30-Jun-20,ah gila gua udah stress bgt mikirin tagihan listrik dari kemaren pen gua stop aja bpjs gua biar emak gua aja dah yg punya jgn sampe naek lg lah tolong lg kaya gini #pile of poo# #pile of poo# #pile of poo# #pile of poo# #pile of poo#,Negative
428,30-Jun-20,sumpah bokapnya kasar banget gila cuma karna mamanya bilang gamau bayar tagihan listrik??????,Negative
429,6-Jul-20,pemakaian listrik naik disaat penghasilan menurun selama pandemi ini. bayangin dah yang orang tuanya pebisnis bukan pns yang relatif stabil mau gimana anjir?,Negative
430,3-Jul-20,dimintain tolong ibu buat bayar tagihan listrik kantor yg notabenenya tutup selama masa pandemi ini. lalu terkejut karena kata ibu kok naik 8x lipat dr bulan sebelumnya. kupikir kasus2 itu hanya ada di berita2 yg sering kubuat saja. ternyata kena juga #pensive face#,Negative
432,8-Jul-20,halo saya mau komplain @pln_123 ini kenapa tagihan listrik bulan juli udah keluar dan jumlahnya fantastis sekali ya? saya gak merasa memakai banyak listrik di bulan ini. tapi baru tanggal 8 saya sudah harus bayar satu juta listriknya. tlg tanggapannya.,Negative
433,7-Jul-20,@pln_123 mau komplain tagihan pln bulan juli katanya rata2 3 bln dtambah 20% tapi koq gila banget tagihannya? gmn nih,Negative
434,7-Jul-20,@pln_123 baca dm dari saya segera. komplain tentang tagihan yang asal-asalan dan tidak masuk akal.,Negative
435,6-Jul-20,rt @plndisjatim: surabaya 23/06 berkomitmen penuh layani pengaduan pelanggan terkait kenaikan tagihan rekening listrik pln uid jawa ti,Negative
438,5-Jul-20,@pln_123 kasus lagi kayak minggu lalu. nlistrik mati sebagian ncuma 3 rumah aja di satu gang. pademangan nudah lapor gak ada apa2. barusan saya udah dm lagi. tolong petugasnya disuruh datang donk. tagihan naik tapi ada komplain dicuekin gitu aja,Negative
439,5-Jul-20,sepertiny makin gak bener ajah nih tagihan @pln_123 masa iya sdh kirim meter mandiri dan petugas jg dah dtg cek lgs tp masih ajah tagihan gk logis dan gk ada solusinya jg dah komplain,Negative
440,5-Jul-20,bulan kedua ibu mengeluhkan tagihan listrik pln ini gak lihat apa masyarakat komplain #thumbs down sign#,Negative
441,4-Jul-20,rt @imbangimedia: percuma komplain ke pln. teman saya sudah komplain tapi dia tetap disalahkan dgn alasan yg mengada2. ujung2nya dia teta,Negative
443,4-Jul-20,"cuma mau tanya kok ke @pln_123 gak komplain karena pemakaian sudah sesuai sama laporan meteran mandiri. tapi muncul ""tagihan lainnya"" yang di invoice xb2 sebelumnya gak ada. biaya lainnya ini boleh tahu biaya apa ?",Negative
445,4-Jul-20,tagihan bulan mei aja ud naik 100% setelah komplain turun ke normal di bulan juni. sekarang lo @pln_123 naikin lagi 100% tagihan padahal pemakaian dari sebelumnya juga segitu segitu aja. nyari uang ga sebangsat itu bro #angry face#,Negative
446,4-Jul-20,@pln_123 @chandani_h itu mah kena biaya abodemen pake gak pake biaya minimum dari pln hahaha sy jg kena gt parah tertera pemakaian cuma 20kwh dtagih 440kwh gila ya????????!!!!!!! nini aja komplain nilai stand meter fisik dan lembar tagihan sampe selisih 2000kwh aja cuma dpt no urut doank,Negative
447,3-Jul-20,@lisaamartatara3 @pln_123 harus komplain dl bu dok k kntr pln ny kl engga tagihan makin naik bln berikut ny sy bln april tagihan 1 5 bln juni jd 1 8 nah pas komplain tagihan skrg baru turun 800 pdhl g pemakaian setiap bln ny sm #weary face# #weary face#,Negative
448,3-Jul-20,@pln_123 belum ada tanggapan kok komplain tagihan saya? naik 4 kali lipat lho ini.,Negative
452,3-Jul-20,sop nya admin @pln_123 menghadapi komplain tagihan itu selalu minta utk dm. tapi knp jawabnya lama ya?. 7 jam baru dibalas. abis itu yg ditanya apa dijawab apa. ini admin @pln_123 pakai sop yg sama utk jawab komplain tagihan sepertinya,Negative
454,3-Jul-20,@pln_123 @nonaliinn halo! saya komplain kenapa tarif listrik naik dan diinfo ini: nskema perlindungan tagihan rekening juni 2020 sebesar 27.581 - nbisa dijelasin ga maksudnya apaan? kudu dibayar sampe kapan? sampe kalian kelar gratisin masarakat miskin?,Negative
455,3-Jul-20,@pln_123 @pln_jogja min tagihan bulan ini ga sesuai lagi rumah kosong meteran cuman naik 5 angka tagihan kayak normal dah 2 bulan nih komplain #relieved face#,Negative
456,3-Jul-20,@pln_123 min mau komplain tagihan biasanya tagihan cuma 350rb.. lha 2 bln ini sampai 475 rb padahal penggunaan listrik sudah saya kurangi konsumsi sejak 2 bulan ini bahkan pada bln mei rumah jarang ditempati kok malah jadi naik tagihan listrik. n511422564073 nabdul kadir noor,Negative
457,3-Jul-20,@pln_bandung @prfmnews mau komplain tagihan listrik saya biasanya kisaran 170rb tiba2 cek bulan ini jadi 380an.. kok bisa gitu pdhl ga ada perubahan pemakaian ga nambah alat elektronik??,Negative
458,2-Jul-20,sejak kemarin mantau keluhan pelanggan pln dan pdam. ternyata banyak yg komplain parah sih tagihan listrikku melonjak 800% bukan 80% yaa 800%. gilak @pln_123 nudah lapor tapi slow respon banget.,Negative
459,2-Jul-20,cape yee urusannya sm @pln_123 . bisalah dicek gue tiap bulan komplain ditwitter atau telpn soal daerah gue mati listrik. jangan cm disuruh cepet bayar tagihan doang kalo dalam sebulan bs mati listrik lbh dr 3x.,Negative
460,2-Jul-20,@aa_bachtiar @pln_123 oke makasih banyak mas anyway tagihan pln saya juga naik 400%. sudah komplain via 123 namun hanya dibuatkan pelaporan. gak tau gimana nasibnya apakah bakal turun atau nggak. maaf jd curhat #smiling face with open mouth and cold sweat#,Negative
462,2-Jul-20,@detranium @pln_123 krng tau juga bro kalo prabayar tp kl bulan kemarin sudah komplain ya terima karena memang selisih juli itu sampai 1256 kwh 800rban nah sekarang selisih juni juli hanya 465 kwh tagihan 900an masuk akal gak bro wkwkwkw ya kalo monopoli mahh #efekbayarterustanpakomplain,Negative
463,2-Jul-20,"""hai @pln_123 kalau saya mau komplain dan minta perhitungan tagihan bulan juli bisa kemana dan apa yang harus disiapkan? meteran juli 20 yang saya laporkan 48247 berbanding juni 20 47661 selisihnya adalah 586 kenapa di tagihan jadi 656? dasarnya apa? terima kasih""",Negative
464,2-Jul-20,@indruxx20 @tiaputriput @alamauliya @dr_tompi ini makin ngaco @pln_123 ada byk yg komplain tagihan listrik naik ini mencurigakan. harus dibongkar ini. alasan kalian jgn2 semua sama pd pelanggan yg komplain,Negative
465,2-Jul-20,@indruxx20 @tiaputriput @alamauliya @dr_tompi kita komplain di twitter ke @pln_123 dan mrk bls d dm. coba teman2 blg alasan mrk knp tagihan listrik naik? jangan2 semua alasannya sama,Negative
466,2-Jul-20,@pln_123 tagihan listrik saya bulan ini naik 2x lipat sementara pemakaian seperti bulan-bulan sebelumnya. untuk komplain saya harus kemana ya? thanks.,Negative
467,2-Jul-20,@pln_123 parah banget sih ini akhirnya ngerasain juga tagihan listrik naik hampir 2x lipat di bulan ini. mau komplain kemana ya?,Negative
